"SAT I: 1480 (760M, 720RW)",GPA (UW/W): 3.9 ,"Jackson Laboratory Achievement Award (1st place in state health app competition)
SAT: 1460,GPA: 3.95 UW,"Create Apps Championship Finals - International Finalist (Top 12 out of 4,800+ teams) - International

CBSE UAE U17 Chess Champion - Qualified for International Finals - International

FIRST LEGO League - National Finalist & Silver Medal in Innovation - National

AI Olympiad - UAE National Finalist (Top 8) - National

Unified Robotics - UAE National Finalist, Regional Best Presentation & Top 3 Technical - National","Co-founder, CEO, Lead Developer & Programmer | Productivity Non-profit (11th-Present)

Productivity non-profit developing desktop/mobile apps and browser extension to fight procrastination using AI technology; 25+ interns, 700+ users.

Lead AI/ML Intern | Dyne Research

Developed a deep-learning model for brain tumor detection in medical images; achieved 96% accuracy, surpassing the 90% benchmark.

Research Programs Participant | Cambridge Centre for International Research & ThinkingBeyond

CCIR: Researched real-time low-light image enhancement for robotics (Published in NHSJS). BeyondAI: Researched and built a model for satellite trajectory prediction and collision detection.

Team Lead | New York Academy of Sciences

Led the development of an AI deepfake detection model; integrated community feedback to improve accuracy from 92% to 95%.

Participant | Harvard Undergraduate Venture Tech Program

Interned at an energy management startup; created a prototype for a wind energy prediction AI model with an R-squared value of .997.

Team Lead | FIRST LEGO League, Unified Robotics, World Robot Olympiad

Led school team to national finals in three competitions; coached and collaborated with students with disabilities for the Special Olympics Unified Robotics event."
SAT 1470,GPA (Weighted): ~98.36,"Black Belt Martial Art

1st place - Meter Free Swimming

2nd place Meter Back - Swimming

1st place meter - Butterfly Swimming","Swim

I train every day, and I competed in four categories, winning a first place

and two third- place finishes.

Computer/Technology

Accounting assistant, ITFORZE

During summer 2025, I worked as an accounting assistant, capturing transactions in their ERP system. 

Creative / Arts"
SAT 1560,GPA 95/100,"Selected as 1 of 5 guests by the governor to the [state bill] signing ceremony for being the Key Advocate

WA Edu. Dept. (OSPI) declared the book and posters I designed as official edu. materials

Top 5% in [philosophy contest], internat'l philosophy writing, 10,000+ submissions

Scholastic Art & Writing: Silver Key Photography, 2 Hon. Mention Design, 3 Hon. Mention Photography

Awarded Best Youth Host for bilingual [radio station show]; viral clips hit 1M+ views worldwide","Key Advocate for state bill: Led 3-year campaign for [state bill] passage; designed campaign materials; lobbied; testified; canvassed; organized events; raised awareness

Project Leader, Coordinator, and Editor: Led 12 student team to design history book; praised by governor and declared by WA Edu. Dept. (OSPI) as official edu. material

Product Design Lead Intern: Manage projects for CEO – producing user-centered designs, performing competitive market analysis for teen consumers, building business profile

Paid Design Freelancer: Designed apps and graphics for nonprofits, businesses, and individuals; connected 500+ clients with designers through a thriving online community

Senate Page: 1 of 10 elected to serve as WA Senate Page; assist Senator XXX with legislative tasks; work on Senate floor; learn about legislation

Chinese radio station host: Achieved 1M+ total views on social media for weekly radio show for Chinese immigrants sharing cultural insights, news, discussion, interviews

Coauthor, Editor, and Book Jacket Designer: Published a book compiling 100 popular English and culture broadcast episodes from the past 6 years by my radio cohosts and me

Student, John Locke Summer School: Studied philosophy, politics, and economics; competed in debates about global issues like trade, human rights, inequality, and policy solutions

Creative Director, School Merch Shop: Established and manage merch shop; lead student designers; oversee product vision & execution for events/clubs; support sales; $1000+/year in revenue

Team Member at fast food place: Provided excellent customer service and ensured smooth operations, gaining experience in teamwork and managing a fast-paced business."
SAT 1340,GPA (UW/W): 3.53,"International STEM Bridge Builder Award (got this for my engineering club and I really pushed the trope of “building bridges” in my essays)

Nara Prefecture Global Ambassador Scholarship

Digital Education Innovation prize (for my swimming club app)","Founded school’s first engineering club, built bridges (metaphorically and physically lol) 

Made a mobile video game that earned 1000$ a month. Honestly crazy money never expected that.

Swimming club: taught students how to swim and made an app to keep them motivated. 

Some random cultural exchange activities with internationals"
SAT 1480,GPA (UW/W): 4.00 UW,none,"volunteering at hospital

they don't really have ECs internationally, especially not back then"
SAT 1540,GPA: 3.9 UW,none,"Captain of Varsity Dance + awards, Vice President of NHS, Secretary of Student Government, 2 years Unified Club, 50+ volunteer hours"
SAT 1550,GPA: 3.8 UW,"Safeties: Missouri State, University of Missouri (Mizzou) • Targets: Auburn, Florida State, Indiana (Kelley), Michigan State, Minnesota Twin Cities,","Wharton Global High School Investment Competition – team member • Created a stock price prediction app (Python, yfinance, pandas, scikit-learn, matplotlib)"
SAT 1530,GPA: 3.3 UW,"Senior year: AP Calc AB, AP Econ, APUSH, AP Psych • Junior year: AP Gov, AP Lang, AP Comp Sci, AP Stat, APES • Sophomore: AP Physics, AP World • Freshman: AP Human Geo","FBLA member • Sports Editor, school newspaper • Outreach Lead, Robotics Team – team won Connect Award • Started a lawn mowing business ($1,000+ profit) • National Honor Society + 25+ volunteer hours • St. Louis Changemakers Program – selective leadership/fellowship program (27 students across greater STL) • Helped local temple set up and run fundraising events"
"SAT I: 1510 (750 RW, 760 M)",GPA (UW/W): 98/100 UW,"AIME Qualification

Two non-important or prestigious awards that I won’t list as they’re too specific. 

PVSA Gold

AP Scholar with Distinction","Certamen Team (founded a Classical trivia team that made it to semi’s at Yale, UPenn, and Princeton competitions)

Latin Honors Society VP

Latin Club President

Art Honors Society Officer

Art Club Officer

Private Latin Tutoring (3+ Students)

Varisty Fencing (4 years, +2 years Captain)

Part time job (Restaurant, Senior year only)

Community Volunteer Work (Church, 50+ hours)

#10 Shadowed at an antiquities auction house (Senior Year, 2 weeks over the summer)"
"SAT: 1560 (770RW, 790M)",GPA (UW/W): 4.0,"Scholastic Art and Writing Gold Key

Literally can't think of anything else","Workgroup Leader for Alzheimer’s Initiative with State Department of Health Services

Research Intern for 2 years @ Big Institution Nearby (Published as a mid-author, high-impact paper)

Political Advocate and Fundraiser (X00,000 raised with a 20-person-team) at a national Alzheimer’s nonprofit

Founder of Health-Focused Podcast and Blog - global audience of 1000+ listeners, 2800+ readers

International Online Dementia Conference Organizer"
"SAT: 1540/1600 (750 r, 790 m)",GPA (UW): 4.00/4.00,"#1 Gold President's Volunteer Service Award

#2 High School Head of School's List

#3 Some international and regional photography awards

#4 AP Scholar with Distinction","Medical Scribe and Shadow

HOSA VP (qualified to internationals 2x)

ICU Volunteer 

Debate Membership Chair

STEM Club Co-Founder"
"SAT: 1520/1600 (750 r, 770 m)",GPA (UW): 3.87,"National Latin Exam: Magna Cum Laude (10, 11)

President's Education Awards Program (9, 10, 11)

Head of School's List: High Honors & High Honors w/Distinction (9, 10, 11, 12)

National Honor Society (11)

Fine, Creative, & Performing Arts (School-based) (11)","Boy Scouts

NHS

CS Club

Robotics

Music Organization Volunteer

Swim Team"
"SAT : 1540 (760RW, 780M)",GPA (UW/W): 3.52/4,"National Center for Women & Information Technology National HM and Montana Winner (‘25)

NCWIT Montana Winner (‘24)

Montana State Dean's List for FTC Robotics and became international finalist (‘24)

Advisory board member of local STEM nonprofit - giving scholarships to clubs and students in science fair and robotics

Philip Sousa Music Award winner (‘25)

Carson Scholar Community Service and Leadership Winner (‘24) and Recognized Scholar (‘25)","summer research at med school (11)

hosa (9-12 was treasurer one year)

shadowed doctor and surgeon spring break (11)

biostatistics club (9-12 was VP)

started a finance club (11-12)

volunteering - around 170 hours at local nonprofits (9-12)"
"SAT: 1520/1600 (750 r, 770 m)",GPA (UW/W): 3.96,"national honorable mention from large women in stem org (didn't have this for rea/ea/ucs)

top honor from state dept of education for independent ai research

DECA state finalist (top 8) in one event

DECA state finalist (top 8) in another event

highest pre-professional piano certification from ABRSM","DECA, vp for 2 years, president for 1 year. led meetings, recruited members, coordinated a lot of chapter events + organized collaborations with local nonprofits. (9-12)

project management intern at fortune 100. got this through a program i had to apply for (12)

cofounder of fundraising campaign for major nonprofit, ran multiple community events and raised thousands + collected hundreds of pounds of crayons for donations + had a few local businesses sponsor us (10-12)

independent ai research, awarded top honor from state dept of education (11)

second author on ai research paper (different from #4), accepted to pretty decent symposium meant for phds (11-12)

code.org ambassador, helped start two code clubs in our school district, consistently ran a coding club for middle schoolers with pretty good membership. also spoke as a panelist at the state capitol in front of legislators (12)

content creation/streaming lmao, very consistent + pretty good viewerbase (10-12)

founded solar boat racing team for women/poc in stem, built a boat that won 2nd in state tournament (9)

FTC programming lead, took team to state semi-finals + won 1st at some qualifiers (9)

1 of the 2 school board student representatives in our district, selected by principal (12)"
SAT: 1540,GPA (UW/W): 3.9 UW ,"Acorn Equality Fund Luke Scholarship for Academic Performance & Financial Need – $1500 (State/Regional, 12)

National Spanish Exam Honorable Mention (National, 10)

Girl Scouts Secret Shopper Award for Sales & Booth Etiquette

Volleyball Most Valuable Player (School, 10, 11, 12)

Girl Scouts Goal Getter, Booth Sales, & Cookie Techie Badges for High Amount of Cookie Boxes Sold (State/Regional, 9, 10, 11)","Girl Scouts at an extremely high level. Sold over $25,000 worth of cookies and went on 3 self-funded international trips. (15 hours per week, 20 weeks per year, 13 years)

Job at a local restaurant. Was the youngest worker and was promoted from dish to front of house. Did basic restaurant work. (15 hours per week, 45 weeks per year, 2 years)

Varsity volleyball captain for 1 year and JV captain for 2 years. 3x varsity letter and led JV team to their most wins in 9 years. (15 hours per week, 20 weeks per year, 4 years)

Participated in a free online business course for high school girls. Created plan, pitch, presentation, and prototype for a real estate venture I created through the course. (5 hours per week, 7 weeks per year, 1 year)

Selective peer mentorship program to mentor incoming students at my high school. Planned group/personal events ranging from 4-65 students. (4 hours per week, 37 weeks per year, 2 years [beginning my senior year seniors were no longer allowed to participate])

Vice President of Spanish Club. Held 2 schoolwide Hispanic Heritage Month celebrations. Learned real estate vocabulary in Spanish. (2 hours per week, 12 weeks per year, 4 years)

Co-President of Economics Club. Prepared students for Economics class at local university. Completed and explained practice problems. (2 hours per week, 32 weeks per year, 2 years)

Author of my blog about new housing listings in my era. Posted once per month about my top 3 listings. Shadowed local real estate agent. (3 hours per week, 12 weeks per year, 2 years)

JV soccer captain for one year. Just basic soccer stuff. (15 hours per week, 20 weeks per year, 4 years)

Director of social media for a breast cancer nonprofit (it literally did nothing LOL). Created ~2 videos per week for TikTok and had 12k+ views in total. (2 hours per week, 45 weeks per year, 1 years)
"
SAT: 1340,GPA (UW/W): 3.91,"#1 First place Engineering at the District's stem fair with a violin and leds, it was pretty local

I played a cool part with the wind ensemble woodwinds once for band.","#1 Was the programmer of a now dead game with 1M+ visits in Roblox, I also did a pretty extensive game with its physics stuff yadayada that i never published but its a lawt of code too.

#2 I built a brushless motor from scratch and did the controller mostly analog

#3 I put my github with a lot of like random programs that I made in my free time like graph visualizers and stuff like that. I was also the president of the Coding club

#4 Vice president of Robotics club

#5 Was president of a chess club which closed pretty early

#6Was the guy that sat next to the concert master in my freshman year"
"SAT: 1450 (740 M, 710 RW)",GPA: 4.0 UW,"National African-American Recognition thingy

1/2 students to get a 5 on AP Lang

highest average in AP Psych

highest scorer on ap psych exam at my school

AP scholar with honors","Internship at a online therapy company during school breaks (20hrs/week, 15 weeks/year, 2 years)

2-year vocational program in Health Science core. Accrued 150+ hours in clinical training, shadowing, and preparing for a CNA and Pharmacy tech certification (did not receive certifications though. The school ran out of funding for the additional programs to receive them.)

3.TA for special education students at our districts pre-school (4hrs/week, 10 weeks/year, 1 year)

4. I’m a TA for a winter-guard class at my school (4 hrs/week, 18 weeks/year, 1 year)

6. Interact club President- donated over 100 shoes, donated Christmas gifts to families, currently working on a hygiene drive to donate and volunteer with Shower Power, and some other stuff

7. School ambassador- we help transfer kids get used to the school and try to get them to be involved

8. Semi-Random EC: Marching band (8hrs/week, 18 weeks/year, 3 years) winter-guard(4 hrs/week, 12 weeks, 2 years) jazz band (4hrs/week, 18 weeks, 2 years) Tennis Co-captain (4 hours/week, 36 weeks, 2 years)

9. Random EC: Anime club Co-President, Beta club, NHS, Spanish club"
"SAT: 1480 (740 RW, 740 M)
","GPA (UW/W): UW N/A, 4.9 W","#1: High Distinction in Law for the John Locke Global Essay competition (11) 

#2: Gold Key in the Scholastic Art and Writing Awards for a critical essay (11)

#3: Third place in the essay category for my state’s History Day competition (affiliated with National History Day) (11)

#4: High Honors for all 10 levels of state music theory exam (9-12)

#5: Silver medals in Economics and Literature in the Honors League at state US Academic Decathlon competition (10)","#1*:* Staff member for my school’s childcare program; looked after kids during days off or school breaks (9-12)

#2: Mentor in several school leadership programs; worked with elementary and middle school students (10-12)

#3: Scholar in the Yale Young Global Scholars Program; participated in the PLE track (12)

#4: Varsity tennis captain (12); team qualified to regional post-season tournament; received awards during the season and at the tournament; mentioned that I work as a tennis camp counselor at my school (9-12)

#5: Varsity volleyball (10-12)/JV basketball captain (11-12); volleyball team qualified to regional post-season tournaments

#6: Cadet candidate at West Point’s SLE (12)

#7: Camp counselor and lab assistant at my school’s science camp (10-12)

#8: Student government club member (9-12); was class president during my freshman/sophomore years and maintained a relatively active role throughout my 4 years

#9: Piano student; took lessons for 10+ years, completed 10 levels of a rigorous music theory exam (took me 5 years to finish them all); won a piano competition in 11th grade 

#10: Club president for my school’s linguistic club; helped students prepare for the annual NACLO exam; spread more awareness about the linguistics field (10-12) "
SAT I: 1590 (800M/790RW),GPA (UW/W): 4.0 uw,"#1 congressional app challenge

#2 2x aime qual

#3 usaco Silver

#4 aps with distinction

#5 nmf","#1 Research at prestigious program, (did not pay for it) 2nd author (only hs student on the paper), accepted to one of {NeurIPS, ICLR, EMNLP}
#2 Independent research at R1 university, 1st author, published in a decent journal
#3 Founder + president of affinity group at school, grew to have 90% of target group
#4 Decently impactful personal projects, received shoutout from local politician
#5 Producer - i just mess around with my friends lmao but one song got like 300k plays on soundcloud
#6 Legos youtube channel with 5k subs (highkey just post whatever on there tho LOL)
#7 Top 300 in state for a sport (not recruited)
#8 Painting - submitted portfolio when allowed
#9 SAT Tutor - tutored 8 kids, improved all their their scores from ~1300 to 1500+ in 2 months
#10 Part-time j*b (Only included cause I could relate it to major)"
"SAT I: 1430(720RW, 710M)","GPA (UW/W): 3.89/4.41
","#1 Honor roll...

#2 AP Scholar with Distinction...","#1 Boxing Club - trained 5 days a week at a local boxing gym.

#2 Local Youth Group - created and led workshops for middle school aged kids that revolved around topics like substance abuse and social justice

#3 NHS - member

#4 Foodbank Community Service ~ 50 hrs

#5 Local Community Service ~ <10 hrs

#6 AAPI Club - member

#7 Guitar - 4 yrs self taught"
"SAT: 1480 (740 RW, 740 M)
",GPA (UW/W): 3.87/4,"DECA 2x State Qualifier

Non-profit recognized by mayor of Dallas

Walmart Grants

AP Capstone

AP Scholars with distinction","Created International 501c3 Non-Profit with 80k raised and 22 chapters in 6 counties

Created internship and scholarship database connecting students with $1.5+ million in scholarships and 300+ business internships

Created AI-Integrated marketing company providing free marketing services to businesses in area

Founder of swim coaching business with 15 students and 15k made

LEGO Reselling business making 10k in revenue

Business research with Texas Tech professor- published

Finance Internship at Canvas partner company

created finance blog for beginners with 300 average readers

Varsity Swimmer and lifeguard"
"SAT I: 1590 (790RW, 800M)",GPA (UW/W): 4.0 UW,"nternational essay competition

PVSA gold

Scholastic art and writing stuff

School award

National journalism award","EIC of school newspaper

Research assistant at a T20 - no pubs

J*b

Lit mag

Math tutor - standard stuff

Writing teacher - worked with kids during classes and camps

Gymnastics - 10 years, not national level or anything just a hobby and did some comps

NHS - pres

Sorta selective summer program

School student gov - minor role"
"SAT I: 1550 (750RW, 800M)",GPA (UW/W): 4.37/4.40,"STS Semifinalist

Regional Research Award

Another Regional Research Award

USACO Gold

Volunteer Award","Summer research program at a R1 university (stipend provided). Independent green chemistry research project conducted at a lab (10-12hr/day for 3 months).

Co-created a CS club to participate in competitions w/ friends, ended up winning a few (4 years)

Volunteering for cultural activity (couple weeks per year, 4 years)

SciOly Officer (no medals 😭) (3 years)

School Math Club Officer (1 year)

Jazz Transcription for fun. Couple hours per week, published some sheet music online (2 years)

Local Volunteer Activity (100hr over 3 years).

Programming competitions and building websites for businesses (4 years)"
"SAT: 1500 (750RW, 750M)",GPA (UW/W): 4.0 UW,"FBLA Nationals 8th Place - 11th grade

QuestBridge College Prep Scholar - 11th grade

Mock trial county champion - 11th grade

AP Scholar w/ Distinction - 11th grade","Mock trial - school co-president, ~6 hours/week, 2x state finalist/county champion

FBLA - school VP of competitions, ~6 hours/week, 8th place at nationals + 2nd place at CA state my junior year

District attorney's office summer internship - ~20 hours/week, collaborated with prosecutors preparing for misdemeanor cases in court

NHS - school president, ~2 hours/week

Gilder Lehrman Institute Student Advisory Council - ~1 hour/week"
"SAT: 1500 (750RW, 750M)",GPA (UW/W): 3.87/4,"Innovative Water Purification Project Award (for the marathon)

Global Engineering Ethics Debate Champion (this was so random lol, I just signed up for some online tournament/event and won)

AP scholar, something else. The awards were probably my weakest section…","Chemical engineering club founder & president: did some cool water science

Clean water marathon: raised $3000 for building water wells

Some other smaller clubs, e.g. cooking club

Chemistry research on a regional level (pretty respected Prof in the field, put in my awards as well)"
SAT: 1420 ,GPA: 3.92/4.0,"Winner – Codefinity Mathematics Hackathon (National)

**Second Runner-Up – National Cyber Olympiad (**National)

Winner – Web Development Competition (UTC) (State/Regional)

Student of the Year – CBM College

Selected for Rising Leader program (3% acceptance national)","• Co-founder & Lead Designer – DG Lytix
Built online presence for 10+ businesses; created 25+ high school internships.

• Vice President – CBM College Tech Club
Led 150+ members, organized 11 tech events, including a Microsoft flagship event & web-dev boot camp.

• Digital Marketing Intern – CBM College
Produced 30+ TikToks (10M+ views); gained 7k followers in 60 days; revamped college website.

• Digital Marketing Intern – Bhoj Deals Nepal
Worked on 5+ campaigns; helped drive 35% engagement increase.

• Interact Club of Kathmandu (IT Team → Mentor)
Led design workshops for 100+ students; mentored 30+ members.

• Organizing Committee – The Runway Career Connect
Managed marketing for Nepal’s largest mentorship event (4M+ views; 8,000+ participants).

• Co-developer – ARBI POS
Built a restaurant management app now used by 45+ restaurants."
"SAT: 1480 (740 RW, 740 M)
",GPA: 95/100,"Selected as 1 of 5 guests by the governor to the [state bill] signing ceremony for being the Key Advocate

WA Edu. Dept. (OSPI) declared the book and posters I designed as official edu. materials

Top 5% in [philosophy contest], internat'l philosophy writing, 10,000+ submissions

Scholastic Art & Writing: Silver Key Photography, 2 Hon. Mention Design, 3 Hon. Mention Photography

Awarded Best Youth Host for bilingual [radio station show]; viral clips hit 1M+ views worldwide","Key Advocate for state bill: Led 3-year campaign for [state bill] passage; designed campaign materials; lobbied; testified; canvassed; organized events; raised awareness

Project Leader, Coordinator, and Editor: Led 12 student team to design history book; praised by governor and declared by WA Edu. Dept. (OSPI) as official edu. material

Product Design Lead Intern: Manage projects for CEO – producing user-centered designs, performing competitive market analysis for teen consumers, building business profile

Paid Design Freelancer: Designed apps and graphics for nonprofits, businesses, and individuals; connected 500+ clients with designers through a thriving online community

Senate Page: 1 of 10 elected to serve as WA Senate Page; assist Senator XXX with legislative tasks; work on Senate floor; learn about legislation

Chinese radio station host: Achieved 1M+ total views on social media for weekly radio show for Chinese immigrants sharing cultural insights, news, discussion, interviews

Coauthor, Editor, and Book Jacket Designer: Published a book compiling 100 popular English and culture broadcast episodes from the past 6 years by my radio cohosts and me

Student, John Locke Summer School: Studied philosophy, politics, and economics; competed in debates about global issues like trade, human rights, inequality, and policy solutions

Creative Director, School Merch Shop: Established and manage merch shop; lead student designers; oversee product vision & execution for events/clubs; support sales; $1000+/year in revenue

Team Member at fast food place: Provided excellent customer service and ensured smooth operations, gaining experience in teamwork and managing a fast-paced business."
SAT: 1260,GPA: 3.98W,"Latin Honor Society

National Honor Society

National Latin Exam Silver","Latin Honor Society - Executive board

Latin Club - Executive board/President

Anti-Racism Club - Co-Founder & Co-President

Service Organization - Executive board

Service Organization - Executive board

Diversity Club - President

Scholastic/Quiz Bowl - JV & Varsity Captain

Rowing - 2.5 years

Work: Scorekeeping sports - 4 years

Work: Internship - summer going into senior year "
SAT: 1380,GPA (UW/W): 3.53,"International STEM Bridge Builder Award (got this for my engineering club and I really pushed the trope of “building bridges” in my essays)

Nara Prefecture Global Ambassador Scholarship

Digital Education Innovation prize (for my swimming club app)","Founded school’s first engineering club, built bridges (metaphorically and physically lol) 

Made a mobile video game that earned 1000$ a month. Honestly crazy money never expected that.

Swimming club: taught students how to swim and made an app to keep them motivated. 

Some random cultural exchange activities with internationals"
SAT I: 1560,GPA (UW/W): 3.96,"U.S. Physics Olympiad Semifinalist (probably strongest award)

Jazz Band Cultural Fusion Award (tied this well into my essays)

Soccer Team Most Valuable Player (lol)

Some other smaller merit awards","Robotics Club. Led a team of 25 students in designing and building robots for regional competitions. Secured $500 in funding through grant writing, increasing the club's budget by 25%. Improved robot performance scores by 30% through innovative programming and design modifications.

Science Olympiad Team. Captained the school's Science Olympiad team, achieving 2nd place in the regional competition. Mentored 10 new members, increasing team participation by 40%. Specialized in physics-related events, scoring in the top 10% at the state level.

Community Spanish Tutoring. Provided weekly Spanish tutoring to 15 elementary school students from low-income families. Improved students' Spanish proficiency by an average of one grade level within six months. Developed customized lesson plans tailored to individual student needs.

School Jazz Band. Performed regularly with the school's jazz band at school events and local festivals. Introduced Latin rhythms into the band's repertoire, enriching the musical diversity. Led the percussion section, improving the band's overall rhythmic precision.

Also interned at a local tech company and did research at a local uni"
"SAT I: 1540 (750RW, 790M)",GPA (UW/W): 3.94,"Orchestra Director's Award (11th)

Scholastic Art & Writing Award Gold Key & American Voices Nominee (10th)

1st Place Instrumental Music: Classical and 1st Place Written Poetry @ District-level ACT-SO (11th)

National African American Recognition Program (11th)

HOSA Bronze Barbra James Service Award (10th)","School Orchestra (9th-12th; 4.5hr/wk, 35wk/yr) - President (12th), Vice Pres (11th); ""Directing [#] students by leading rehearsals, individually guiding, and organizing concerts; earned Director's Award and Superior District Solo""

Local External Youth Orchestra (11th-12th; 3.25hr/wk, 25wk/yr) - 2nd Chair Contrabassist; ""Led [#] other bassists in the highest youth orchestra by educating them on technique, making piece decisions, and performing with [regional professional orchestra]""

Creative Writing Club (11th-12th; 3hr/wk, 20wk/yr) - President & Founder; ""Founded local writing community by organizing meetings, creating competitions, advertising events, & doing peer reviews to foster well-rounded pupils""

School MUN (10th-12th; 2.5hr/wk, 41wk/yr) - Treasurer (11th-12th); ""Tracking payments, creating deadlines, & contacting members to manage club finances and conference registrations; 3rd place delegate at [regional conference]""

All County Orchestra (10th-11th; 5hr/wk, 6wk/yr) - Principal Contrabass (10th), 4th Chair (11th); ""Educated and guided to direct the bass section of the annual county-level music festival ensemble, to push advanced musicians to the next level""

School Orchestra (12th; 3hr/wk, 30wk/yr) - Teachers' Assistant; ""Creating assignments, grading, adding content to pages, handling student questions to generate Orchestra's Canvas to make a base for the organization""

Secondary Caretaker of Siblings (1hr/wk, 52wk/yr) - caring for 2 younger siblings

For some reason, I didn't include the hours I spent driving them around... (an hour every weekday morning) in addition to the hour each week I would watch over them, so... maybe don't do that.

Medical Clinic (2022 Summer, listed as 10th; 18hr/wk, 6wk/yr) - Front Desk Volunteer Receptionist; ""Greeted patients, filed paperwork, & called and messaged patients as a receptionist at a mainly veteran patients clinic to shadow outpatient care""

HOSA (9th-10th; 1.25hr/wk, 40wk/yr) - ""Did knowledge-based district competitions and volunteered for blood drives; given 110hr Bronze Barbra James Service Award for healthcare volunteering"""
SAT I: 1480,GPA (UW/W): 4.0,"Outstanding Contribution to Neuroscience Research Volunteering (UCLA)

Vietnamese-American Cultural Ambassador Recognition (state)

Academic Excellence in Multicultural Studies (national)

Debate award","Assisted Dr. Emily XXXX at UCLA's Anthropology Department, focusing on urban cultural studies. Conducted interviews with 50+ Vietnamese-American families in Little Saigon, analyzed qualitative data to identify cultural preservation patterns, and presented findings at a regional anthropology conference. Enhanced research skills and cultural understanding.

Founded a choir program at a local convalescent home, teaching residents songs from various cultures. Led weekly sessions, improving residents' emotional well-being, memory, and social interaction. Organized monthly performances that increased resident engagement by 40% and fostered intergenerational connections.

Spearheaded a peer mentoring program at school, providing emotional support and guidance to freshmen struggling with mental health issues. Organized weekly group sessions focused on stress management and coping mechanisms, resulting in a 30% decrease in reported anxiety among participating freshmen.

Created and led ""Dance for Dialogue,"" a series of dance workshops for underprivileged youth at the local community center. Used dance as a medium to explore cultural identity, promote self-expression, and build confidence. Organized a final performance showcasing the participants' talents to over 100 audience members.

Others are pretty small: a few club presidents, and social media as a hobby"
"SAT: 1500 (750RW, 750M)",GPA: 3.8 UW,none,none
SAT I: 1510,GPA (UW/W): 98/100 UW,"AP Scholar with Honor

AP with WE Service Recognition","#1 Certamen Team (founded a Classical trivia team that made it to semi’s at Yale, UPenn, and Princeton competitions)

#2 Latin Honors Society VP

#3 Latin Club President

#4 Art Honors Society Officer

#5 Art Club Officer

#6 Private Latin Tutoring (3+ Students)

#7 Varisty Fencing (4 years, +2 years Captain)

#8 Part time job (Restaurant, Senior year only)

#9 Community Volunteer Work (Church, 50+ hours)

#10 Shadowed at an antiquities auction house (Senior Year, 2 weeks over the summer)"
SAT: 1540,GPA (UW/W): 3.980,"Most Improved Golfer Award (Teammate-Selected)

Director's Award (Band)

Outstanding Senior Achievement Award for English (Department-Selected)

Top 10 in Senior Class

AP Scholar w/ Distinction","Cymbal Section Leader / Percussion Co-Section Leader

Enviro Club Secretary / Co-Social Media Manager

2-Year Golf JV, 2-Year Golf Varsity

Principal Player (Concert Band 1)

Percussion Section Social Media Manager

Steel Drum Band Member"
SAT I: 1280 ,GPA (UW/W): 4.4 W,"AP Scholar with Honor

Got on the top honor roll thing for my school all semesters

NHS

NSHSS

SNHS

book award from Brown University","Community service

Drama club/musical theater

NHS

Vote count reporter for 2025 general election

Personal book writing"
"SAT I: 1480 (760M, 720RW)",GPA: 4.0 UW,"Jackson Laboratory Achievement Award (1st place in state health app competition)

Junior Achievement Award (State finalist for AI Innovation pitch)

QuestBridge College Prep Scholar

AP Scholar Award","Family responsibilities (my biggest commitment): household management, cleaning, cooking, errands, chores, and taking care of siblings.

Machine Learning & AI: building apps and projects solo/team (ex. 1st place state health app, regional AI lawyer pitch).

Independent STEM learning: self-studied multivariable calculus, linear algebra, statistics, physics, and applied concepts to projects.

Video editing for entrepreneurial pitches and competitions: often linked to my AI/ML work and sometimes just for fun."
"SAT I: 1510 (750 RW, 760 M)",GPA (UW/W): 3.98,"2 Gold Medals (National Latin Exam), 1 Silver Medal

2 Silver Medals (National Roman History Exam)

1 Silver Medal (National Etymology Exam)","Certamen Team (founded a Classical trivia team that made it to semi’s at Yale, UPenn, and Princeton competitions)

Latin Honors Society VP

Latin Club President

Art Honors Society Officer

Art Club Officer"